screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
elonmusk,2020-06-30T20:38:11Z,RT @SpaceX: Falcon 9’s first stage has landed on the Just Read the Instructions droneship! https://t.co/5zYhTFDUsM,3070,0,,SpaceX,,Twitter for iPhone,en,1278065315826540550
elonmusk,2020-06-30T20:38:02Z,RT @SpaceX: Liftoff! https://t.co/E2xaQQNw1w,7024,0,,SpaceX,,Twitter for iPhone,en,1278065280791568384
elonmusk,2020-06-30T03:18:56Z,"RT @teslaownersSV: The tesla supercharger provides an ecosystem and network of amazing travel and shopping opportunities. I plan a lot of trips with my family around what is around a supercharger. Whether it’s bike rides, grocery shopping or eating, the supercharger network has it all. @elonmusk https://t.co/WZLHu58HRR",868,0,,teslaownersSV,,Twitter for iPhone,en,1277803781984575488
elonmusk,2020-06-30T02:34:37Z,@BerniceKing @jack @MichaelDTubbs @AndrewYang Very much agree,651,11604,BerniceKing,,,Twitter for iPhone,en,1277792629044936705
elonmusk,2020-06-30T02:06:15Z,@28delayslater @geekwire Good hygiene always makes sense,100,1976,28delayslater,,,Twitter for iPhone,en,1277785490184429569
elonmusk,2020-06-29T23:46:58Z,@ChrisDungeon True,466,17644,ChrisDungeon,,,Twitter for iPhone,en,1277750437207212033
elonmusk,2020-06-29T08:21:56Z,@Garrett_Watts @_TomCross_ @Tesla @Petersen_Museum Cybertruck does feel like cgi irl,81,3051,Garrett_Watts,,,Twitter for iPhone,en,1277517647551188996
elonmusk,2020-06-29T07:46:10Z,@geekwire https://t.co/mLh6baqfeT,197,1886,elonmusk,,,Twitter for iPhone,,1277508643773022208
elonmusk,2020-06-29T07:42:55Z,"@geekwire There are a ridiculous number of false positive C19 tests, in some cases ~50%. False positives scale linearly with # of tests. This is a big part of why C19 positive tests are going up while hospitalizations &amp; mortality are declining. Anyone who tests positive should retest.",6280,26203,geekwire,,,Twitter for iPhone,en,1277507826529660928
elonmusk,2020-06-28T23:39:41Z,"Btw, Tesla actually receives *least* subsidies of any automaker in US. Federal tax credit applies to other automaker EVs, but no longer Tesla.",1022,18128,elonmusk,,,Twitter for iPhone,en,1277386215382110211
elonmusk,2020-06-28T23:35:42Z,Great Model Y review by @jayleno https://t.co/DzsZ7eugWp,1022,16359,,,,Twitter for iPhone,en,1277385215657177088
elonmusk,2020-06-28T23:26:02Z,@neiltyson Dogs rock,1989,45380,neiltyson,,,Twitter for iPhone,en,1277382781308268545
elonmusk,2020-06-28T21:55:37Z,"RT @_TomCross_: Cybertruck inside Petersen Automotive Museum.
#tesla #Cybertruck https://t.co/2XaZoM40Ve",1241,0,,_TomCross_,,Twitter for iPhone,en,1277360027607556096
elonmusk,2020-06-28T21:54:51Z,69 days after 4/20 again haha,57630,547605,,,,Twitter for iPhone,en,1277359833721655302
elonmusk,2020-06-27T19:25:14Z,"@GerberKawasaki @barronsonline Physics favors electric transport, batteries for stationary storage &amp; solar/wind for energy generation",515,7410,GerberKawasaki,,,Twitter for iPhone,en,1276959792876011520
elonmusk,2020-06-27T19:15:21Z,@BLKMDL3 Major Supercharger increases are underway for the greater LA area,347,16510,BLKMDL3,,,Twitter for iPhone,en,1276957305842528256
elonmusk,2020-06-27T05:22:40Z,@CathieDWood For sure,103,2835,CathieDWood,,,Twitter for iPhone,en,1276747755914842112
elonmusk,2020-06-27T04:45:12Z,"@slashdot @lexfridman @Twitter @verified Verified should be far more widespread, simply that someone is who they claim to be",180,3622,slashdot,,,Twitter for iPhone,en,1276738326804873217
elonmusk,2020-06-27T03:16:47Z,@waitbutwhy It’s a tough one. That’s why we should expand the scope &amp; scale of consciousness — to understand the nature of the Universe.,817,13231,waitbutwhy,,,Twitter for iPhone,en,1276716075422367746
elonmusk,2020-06-26T20:42:07Z,@SamTalksTesla Jay is awesome,96,3806,SamTalksTesla,,,Twitter for iPhone,en,1276616756291747840
elonmusk,2020-06-26T19:12:30Z,@flcnhvy @Teslarati Absolutely!,40,1804,flcnhvy,,,Twitter for iPhone,en,1276594202709655552
elonmusk,2020-06-26T19:06:04Z,@Teslarati Giga Berlin is gonna rock!,312,7577,Teslarati,,,Twitter for iPhone,en,1276592584450703360
elonmusk,2020-06-26T17:28:53Z,.@JeffBezos is a copy 🐈 haha https://t.co/plR7uupqBG,27121,249700,,,,Twitter for iPhone,en,1276568125060689924
elonmusk,2020-06-26T17:26:53Z,@SciGuySpace It’s close though 😅,100,6395,SciGuySpace,,,Twitter for iPhone,en,1276567624831262720
elonmusk,2020-06-26T17:23:56Z,"@Space_Mog This makes no sense for many other reasons too. They don’t actually have spectrum priority, they have shared spectrum &amp; nothing about this company is UK, except post office box. Money would be better spent on actual UK satellite industry!",71,1228,Space_Mog,,,Twitter for iPhone,en,1276566880161984513
elonmusk,2020-06-26T17:21:07Z,@vincent13031925 @TeslaRoadTrip Glad you like it!,66,4004,vincent13031925,,,Twitter for iPhone,en,1276566170519269381
elonmusk,2020-06-26T10:12:53Z,@TheBabylonBee @Vagn_Henning Great idea,236,8377,TheBabylonBee,,,Twitter for iPhone,en,1276458401581527040
elonmusk,2020-06-26T07:35:57Z,"Who controls the memes,
controls the Universe",123385,761537,,,,Twitter for iPhone,en,1276418907968925696
elonmusk,2020-06-26T06:05:19Z,https://t.co/e9dPKVSjjl,139464,883483,,,,Twitter for iPhone,,1276396101872922625
elonmusk,2020-06-26T06:04:24Z,@its_menieb 🤣🤣,141,13494,its_menieb,,,Twitter for iPhone,,1276395869458161664
elonmusk,2020-06-26T06:03:42Z,Literally,1835,86440,elonmusk,,,Twitter for iPhone,en,1276395693687500800
elonmusk,2020-06-26T05:57:58Z,Only a matter of time before someone steals a Tesla while playing GTA on a Tesla,33607,373726,,,,Twitter for iPhone,en,1276394253707440131
elonmusk,2020-06-26T05:33:39Z,"@teslaownersSV Very meta, but yes",71,2114,teslaownersSV,,,Twitter for iPhone,en,1276388132728922112
elonmusk,2020-06-26T05:32:50Z,@hentesla True,18,666,ahndrks,,,Twitter for iPhone,en,1276387924607553536
elonmusk,2020-06-26T05:29:55Z,@BLKMDL3 Coming soon,38,1393,BLKMDL3,,,Twitter for iPhone,en,1276387190629527553
elonmusk,2020-06-26T05:25:09Z,North American Supercharger usage tracking to exceed pre covid highs in 2 to 3 weeks. Lot of noise out there. This is signal. https://t.co/PCC5DlthtA,1363,20721,,,,Twitter for iPhone,en,1276385991616389121
elonmusk,2020-06-26T03:51:48Z,@CybertruckN I think we could make that work,129,2335,itsmedurant,,,Twitter for iPhone,en,1276362500850675712
elonmusk,2020-06-25T23:00:42Z,@lulusdave @Tesla Glad you’re ok,43,1820,lulusdave,,,Twitter for iPhone,en,1276289243443126272
elonmusk,2020-06-25T22:41:52Z,RT @GerberKawasaki: First thoughts driving my new Tesla model Y. Review and discussion of what I learned at Tesla today and outlook for the stock. #tesla $tsla #teslamodelY #StockMarket #stock @elonmusk  https://t.co/Jc5E6n1VUN,721,0,,GerberKawasaki,,Twitter for iPhone,en,1276284502290034688
elonmusk,2020-06-25T18:31:35Z,"@flcnhvy @Ford Exactly! A carbon tax is needed to correct the unpriced externality &amp; market will do the rest. The consequences of slow action are serious. In my opinion, we need to convert &gt;80% of the global road, sea &amp; air fleet to renewables by 2050.",423,4301,flcnhvy,,,Twitter for iPhone,en,1276221517932552192
elonmusk,2020-06-25T18:23:32Z,@blue_bnd @TomAbbotDavies1 @Tesla @thirdrowtesla @teslaownersSV @TeslaPodcast @TeslaOwnersWW @TeslaOwnersUK @Model3Owners Looks pretty cool,270,11821,blue_bnd,,,Twitter for iPhone,en,1276219492591300613
elonmusk,2020-06-25T18:08:14Z,@Ford Could be slightly faster,3045,58291,Ford,,,Twitter for iPhone,en,1276215639829475328
elonmusk,2020-06-25T07:43:07Z,Two Starship tanks in the midbay https://t.co/QJ2V882WOC,7894,158142,,,,Twitter for iPhone,en,1276058326954938368
elonmusk,2020-06-25T03:30:39Z,@Erdayastronaut Ok,52,2461,Erdayastronaut,,,Twitter for iPhone,,1275994791096905728
elonmusk,2020-06-25T02:57:55Z,Special thanks to Tesla trucking &amp; rail partners for figuratively &amp; literally going the extra mile,635,32992,elonmusk,,,Twitter for iPhone,en,1275986553060220929
elonmusk,2020-06-25T02:56:12Z,Apologies to Tesla customers for shifting delivery dates. It’s a crazy world out there!,2253,85517,,,,Twitter for iPhone,en,1275986119872573448
elonmusk,2020-06-25T00:47:12Z,"RT @cleantechnica: Wall Street Journal: Tesla Model Y Offers “Fierce, Velvety” Driving Characteristics https://t.co/dGY24gCVLz",588,0,,cleantechnica,,Twitter for iPhone,en,1275953657788239873
elonmusk,2020-06-24T23:11:28Z,"@Simon_Hypixel @peternowak Yes, it is designed to serve the least-served",104,2626,Simon_Hypixel,,,Twitter for iPhone,en,1275929563885760514
elonmusk,2020-06-24T21:59:07Z,"@langdon @peternowak Yes, although Starlink works best for low population density situations",65,1626,langdon,,,Twitter for iPhone,en,1275911356542140417
elonmusk,2020-06-24T21:55:28Z,@peternowak Canada is a major priority for Starlink!,1005,21663,peternowak,,,Twitter for iPhone,en,1275910439579205632
elonmusk,2020-06-24T20:45:09Z,@austinbarnard45 @fael097 September sounds about right,84,1663,austinbarnard45,,,Twitter for iPhone,en,1275892743542173696
elonmusk,2020-06-24T12:55:56Z,@joeltelling @Kurz_Gesagt Well said by @Kurz_Gesagt,113,3333,joeltelling,,,Twitter for iPhone,en,1275774659481309184
elonmusk,2020-06-24T12:09:25Z,"@eu_bike @TeslaLondon Takes longer to get regulatory approvals in Europe, plus way more diverse traffic signs, lights &amp; road rules",37,894,eu_bike,,,Twitter for iPhone,en,1275762954860822528
elonmusk,2020-06-24T11:09:51Z,"@PPathole Timing is uncertain, given externalities, but yes",41,1090,PPathole,,,Twitter for iPhone,en,1275747965496254464
elonmusk,2020-06-23T03:17:39Z,@ToscaMusk Congratulations!,185,13171,ToscaMusk,,,Twitter for iPhone,en,1275266744735563777
elonmusk,2020-06-23T03:08:45Z,"@nytimes Very much disagree with this action. In my experience, these skillsets are net job creators. Visa reform makes sense, but this is too broad.",2997,39236,nytimes,,,Twitter for iPhone,en,1275264504725528576
elonmusk,2020-06-23T02:22:12Z,@ehcau Will be changed to $3k until July 1st,55,912,ehcau,,,Twitter for iPhone,en,1275252790625923072
elonmusk,2020-06-22T03:19:10Z,@TeslaOwnersEBay Yes,46,1963,TeslaOwnersEBay,,,Twitter for iPhone,,1274904736748105728
elonmusk,2020-06-22T03:18:52Z,@TeslaOwnersEBay Yes,42,1663,TeslaOwnersEBay,,,Twitter for iPhone,,1274904659598008320
elonmusk,2020-06-22T03:11:02Z,Tentative date for Tesla Shareholder Meeting &amp; Battery Day is Sept 15. Will include tour of cell production system.,2177,34130,,,,Twitter for iPhone,en,1274902689533444097
elonmusk,2020-06-22T03:07:36Z,@BLKMDL3 @jgrano305 @uhaveanygrapes @Flash_Titans Done. Now $2k via in-app purchase.,62,1378,elonmusk,,,Twitter for iPhone,en,1274901827264196609
elonmusk,2020-06-22T03:05:26Z,Reminder that Tesla Full Self-Driving (FSD) price goes up by $1k on July 1st,2485,69930,,,,Twitter for iPhone,en,1274901279475564544
elonmusk,2020-06-22T03:04:26Z,Enabling basic Tesla Autopilot via Tesla in-app purchase is reduced to $2k until July 1,1432,38494,,,,Twitter for iPhone,en,1274901029356593152
elonmusk,2020-06-22T01:47:27Z,@austinbarnard45 All patched up!,103,3629,austinbarnard45,,,Twitter for iPhone,en,1274881655468027904
elonmusk,2020-06-21T21:41:32Z,"@PPathole Entirely possible. Social media is a limbic amplifier, which inherently destabilizes civilization.",749,7282,PPathole,,,Twitter for iPhone,en,1274819769577828352
elonmusk,2020-06-21T15:46:00Z,@WBMason Ensure future of Earth &amp; extend life sustainably to other planets,270,4840,WBMason,,,Twitter for iPhone,en,1274730293891461122
elonmusk,2020-06-21T15:34:19Z,@vincent13031925 @flcnhvy @MKBHD Probably early Q4,48,1285,vincent13031925,,,Twitter for iPhone,en,1274727355575971840
elonmusk,2020-06-21T15:27:16Z,2019 seems so quaint &amp; long ago https://t.co/xfdfcbr0DS,14734,185074,,,,Twitter for iPhone,en,1274725581741944832
elonmusk,2020-06-21T08:55:55Z,@JacobElliotC There are no signs of intelligent life,54,1414,jacobecarson,,,Twitter for iPhone,en,1274627094039785473
elonmusk,2020-06-21T08:50:59Z,@vikassaini075 Yes,37,1444,vikassaini075,,,Twitter for iPhone,,1274625855101169664
elonmusk,2020-06-21T08:50:36Z,@rshramik Luck is the best superpower,946,12118,rshramik,,,Twitter for iPhone,en,1274625756476272641
elonmusk,2020-06-21T08:29:04Z,That is our purpose,1470,37438,elonmusk,,,Twitter for iPhone,en,1274620338010112000
elonmusk,2020-06-21T08:13:05Z,"Tesla Bioweapon Defense Mode
https://t.co/48s5D3ZQO0",2465,24937,,,,Twitter for iPhone,,1274616317350301697
elonmusk,2020-06-21T08:07:42Z,We must pass The Great Filter,16393,183583,,,,Twitter for iPhone,en,1274614961151414273
elonmusk,2020-06-21T08:00:10Z,@flcnhvy That’s how she likes it …,294,9030,flcnhvy,,,Twitter for iPhone,en,1274613062973022209
elonmusk,2020-06-21T07:12:35Z,"@OCTeslaClub Agreed, although best is no out of service stalls",42,2576,OCTeslaClub,,,Twitter for iPhone,en,1274601089887682560
elonmusk,2020-06-21T07:03:08Z,Mars is my souldog,11901,199892,,,,Twitter for iPhone,en,1274598710723280896
elonmusk,2020-06-21T06:45:36Z,@PPathole @R_J_B_123 Yes,27,867,PPathole,,,Twitter for iPhone,,1274594298500018177
elonmusk,2020-06-21T06:19:41Z,"If heat death is the end of the universe, it really is all about the journey",13988,154568,,,,Twitter for iPhone,en,1274587775967170560
elonmusk,2020-06-21T06:04:38Z,@R_J_B_123 Best definition of innovation I’ve ever heard,847,29635,R_J_B_123,,,Twitter for iPhone,en,1274583988397473794
elonmusk,2020-06-21T05:35:04Z,@teslaownersSV @BLKMDL3 @jgrano305 @uhaveanygrapes @Flash_Titans All good,36,1194,teslaownersSV,,,Twitter for iPhone,en,1274576548381638657
elonmusk,2020-06-21T05:29:35Z,@BLKMDL3 @jgrano305 @uhaveanygrapes @Flash_Titans Will follow up by tomorrow,33,1073,BLKMDL3,,,Twitter for iPhone,en,1274575171177734145
elonmusk,2020-06-21T05:28:13Z,@IheartTesla @jgrano305 @uhaveanygrapes @Flash_Titans Sure,26,752,IheartTesla,,,Twitter for iPhone,en,1274574827471269891
elonmusk,2020-06-21T05:26:07Z,"@WhatsupFranks @flcnhvy @MKBHD Will do. I play PC, so missed some of console exclusives.",139,3067,WhatsupFranks,,,Twitter for iPhone,en,1274574295906127872
elonmusk,2020-06-21T05:18:44Z,RT @cleantechnica: Exclusive Pro Photos: Tesla Cybertruck At The Petersen Auto Museum https://t.co/3ixBOsRTst,589,0,,cleantechnica,,Twitter for iPhone,en,1274572439133933569
elonmusk,2020-06-21T05:17:22Z,@u110110 @flcnhvy @MKBHD Haha sure,26,1355,u110110,,,Twitter for iPhone,tl,1274572093519040513
elonmusk,2020-06-21T05:14:59Z,@flcnhvy @MKBHD Deus Ex / Half-Life 2 / Bioshock / Mass Effect 2 / Fallout 3 &amp; New Vegas / Saints Row IV,373,5689,flcnhvy,,,Twitter for iPhone,en,1274571496132767744
elonmusk,2020-06-21T04:29:09Z,"@TslaCybertruck @jgrano305 @uhaveanygrapes @Flash_Titans There will be a subscription, but it will be economically better to have bought FSD",43,877,TslaCybertruck,,,Twitter for iPhone,en,1274559960160980993
elonmusk,2020-06-21T04:27:12Z,"@jgrano305 @uhaveanygrapes @Flash_Titans This would be a good time to upgrade to FSD, as it goes up by $1k on July 1. We could make it $7k to upgrade to FSD until July 1 (even if you don’t have basic Autopilot). Does that sound good?",66,1101,jgrano305,,,Twitter for iPhone,en,1274559471918804993
elonmusk,2020-06-21T04:04:19Z,@uhaveanygrapes @Flash_Titans This does sound excessive. Will look into it.,34,1055,uhaveanygrapes,,,Twitter for iPhone,en,1274553710685777921
elonmusk,2020-06-21T04:03:33Z,"@Flash_Titans Just us being fools, but free Supercharging forever is not coming back to any vehicles. It’s not a good incentive structure.",53,1201,Flash_Titans,,,Twitter for iPhone,en,1274553518087536640
elonmusk,2020-06-21T04:00:59Z,@TheGledinator @teslaownersSV @mattie_rogers @aikatchu @Tesla Haha Teslas all the way down,29,1178,TheGledinator,,,Twitter for iPhone,en,1274552873859215361
elonmusk,2020-06-21T03:59:20Z,"@teslaownersSV @mattie_rogers @aikatchu @Tesla Maybe, will look into it. We’d need to emulate a TV.",47,1352,teslaownersSV,,,Twitter for iPhone,en,1274552459055165441
elonmusk,2020-06-21T03:55:16Z,"@mattie_rogers @aikatchu @Tesla We could probably make a fun punch (click) buggy game, with extra points for rare Teslas",56,1952,mattie_rogers,,,Twitter for iPhone,en,1274551432973189121
elonmusk,2020-06-21T03:48:48Z,@MKBHD Bought based on your review. It’s great!,591,35902,MKBHD,,,Twitter for iPhone,en,1274549806271066113
elonmusk,2020-06-21T03:39:01Z,"@cleantechnica The was not to outcompete other companies, but rather to maximize usefulness &amp; rate of progress in the absolute",141,2302,elonmusk,,,Twitter for iPhone,en,1274547345309368325
elonmusk,2020-06-21T03:32:01Z,"@cleantechnica For example, we created a chip design team from scratch for the Tesla full self-driving computer, which is not something car companies do",213,2725,elonmusk,,,Twitter for iPhone,en,1274545582925680640
elonmusk,2020-06-21T03:28:55Z,"@cleantechnica Tesla should really be thought of as roughly a dozen technology startups, many of which have little to no correlation with traditional automotive companies",751,8060,cleantechnica,,,Twitter for iPhone,en,1274544800558014464
elonmusk,2020-06-21T02:03:37Z,@vincent13031925 @teslacn We are putting a lot of effort into improving the Tesla China experience with local engineering &amp; great feedback from Tesla owners in China!,104,2419,vincent13031925,,,Twitter for iPhone,en,1274523337541193735
elonmusk,2020-06-21T02:00:53Z,"@aikatchu @Tesla Cool, lmk what we can do to improve the product, especially vehicle software/firmware, app &amp; overall interaction with Tesla, as these changes can immediately improve the entire fleet",531,27825,aikatchu,,,Twitter for iPhone,en,1274522648236765184
elonmusk,2020-06-21T00:31:25Z,RT @Tesla: https://t.co/26o1bAP14v,2344,0,,Tesla,,Twitter for iPhone,,1274500133086826496
elonmusk,2020-06-20T20:13:43Z,@flcnhvy Feels so long ago,180,8197,flcnhvy,,,Twitter for iPhone,en,1274435281916006400
elonmusk,2020-06-20T19:46:03Z,@PPathole @Tesla Pulling up to The Petersen,248,14353,PPathole,,,Twitter for iPhone,en,1274428318037635072
elonmusk,2020-06-20T02:56:56Z,@ArtifactsHub @engineeringvids Nice,867,48039,ArtifactsHub,,,Twitter for iPhone,en,1274174367488856064
elonmusk,2020-06-20T02:24:26Z,@DanielleFong @PPathole We will add one more PTO day after the annual review next quarter,68,1424,DanielleFong,,,Twitter for iPhone,en,1274166188025643010
elonmusk,2020-06-20T02:02:34Z,@CoreyBa95130768 @NASASpaceflight @Erdayastronaut It will look a little odd,68,3542,C_Bass3d,,,Twitter for iPhone,en,1274160686138966017
elonmusk,2020-06-20T01:51:14Z,@flcnhvy @teslaownersSV @Kristennetten @cleantechnica Probably Fremont,53,1264,flcnhvy,,,Twitter for iPhone,en,1274157832225427456
elonmusk,2020-06-20T01:46:46Z,"@teslaownersSV @Kristennetten @cleantechnica Probably good to combine them, since they are converging in time. I’m hopeful we can announce a date after the July 4th week.",107,1342,teslaownersSV,,,Twitter for iPhone,en,1274156709259300864
elonmusk,2020-06-20T01:36:54Z,"@Kristennetten @cleantechnica Yes, but we will have to postpone annual shareholder meeting, as still no large gatherings allowed by July 7th. Not sure of new date, but am guessing maybe a month or so later.",106,1541,Kristennetten,,,Twitter for iPhone,en,1274154224926904320
elonmusk,2020-06-20T01:31:33Z,@cleantechnica Stop by The Petersen is you’d like to see Cybertruck irl! Lots of awesome cars &amp; bikes there. Definitely worth seeing with or without Cybertruck.,183,3237,cleantechnica,,,Twitter for iPhone,en,1274152878182023168
elonmusk,2020-06-19T17:42:11Z,"@PPathole It does require use of a paid-time-off day, which is true of many other holidays",119,1351,PPathole,,,Twitter for iPhone,en,1274034759182606337
elonmusk,2020-06-19T17:06:03Z,Juneteenth is henceforth considered a US holiday at Tesla &amp; SpaceX,34515,426722,,,,Twitter for iPhone,en,1274025664492892160
elonmusk,2020-06-19T17:03:43Z,@EvaFoxU @Tesla Moving fast,72,2004,EvaFoxU,,,Twitter for iPhone,en,1274025076262756353
elonmusk,2020-06-19T16:40:55Z,@KatriniaDivina @TeslaPhx @Tesla Opening in about two weeks,31,939,KatriniaDivina,,,Twitter for iPhone,en,1274019340686258176
elonmusk,2020-06-19T06:52:59Z,@bluemoondance74 @MichaelaOkla @holy_schnitt Reaching chamber pressure of 300 atmospheres,100,1931,bluemoondance74,,,Twitter for iPhone,en,1273871381353033729
elonmusk,2020-06-19T06:18:23Z,@cleantechnica Confirmed,378,14685,cleantechnica,,,Twitter for iPhone,en,1273862674716127233
elonmusk,2020-06-18T23:18:48Z,@MichaelaOkla @holy_schnitt https://t.co/tUB8Htz4sZ,192,5777,MichaelaOkla,,,Twitter for iPhone,,1273757083624562688
elonmusk,2020-06-18T23:05:06Z,@TeslaPhx @Tesla 🤣🤣,157,13126,TeslaPhx,,,Twitter for iPhone,,1273753636686856192
elonmusk,2020-06-18T23:04:30Z,@teslaownersSV @Teslarati We are considering several options,81,1756,teslaownersSV,,,Twitter for iPhone,en,1273753482869084160
elonmusk,2020-06-18T19:39:59Z,"@Teslarati Tesla has an option to purchase this land, but has not exercised it",567,18236,Teslarati,,,Twitter for iPhone,en,1273702016221540352
elonmusk,2020-06-18T17:03:42Z,@cleantechnica Renewable energy is happening fast,950,15707,cleantechnica,,,Twitter for iPhone,en,1273662684701970436
elonmusk,2020-06-18T13:21:17Z,@MichaelaOkla Comes standard with Cybertruck,185,7033,MichaelaOkla,,,Twitter for iPhone,en,1273606713518592002
elonmusk,2020-06-18T01:41:17Z,RT @SpaceX: More than 100 spacecraft have been signed up to fly on Falcon 9 since we launched the rideshare program. Small satellite operators can book their ride to orbit online → https://t.co/hyMYK3v29p https://t.co/HYGfD333ix,2039,0,,SpaceX,,Twitter for iPhone,en,1273430550615740416
elonmusk,2020-06-17T16:30:25Z,"RT @tegmark: Help us find an unsung hero! If they win, they get $50k &amp; you get up to $3k for nominating/spreading the word. Our first 3 awards went to Vasili #Arkhipov, Stanislav #Petrov &amp; Matthew #Meselson, for helping prevent 2 #nuclear wars &amp; 1 bioweapon arms race. https://t.co/5owv09g399",784,0,,tegmark,,Twitter for iPhone,en,1273291920924532737
elonmusk,2020-06-17T00:04:44Z,@NYYScoreKeep Not sure. They’re pretty close together.,39,1313,NYYScoreKeep,,,Twitter for iPhone,en,1273043865147064321
elonmusk,2020-06-16T21:19:26Z,@westcoastbill It will be real,378,8468,westcoastbill,,,Twitter for iPhone,en,1273002267398926337
elonmusk,2020-06-16T20:45:36Z,@cisoml @Erdayastronaut @russ_parrish Maybe Incat https://t.co/qHbJcMocFg,48,949,cisoml,,,Twitter for iPhone,en,1272993752890486784
elonmusk,2020-06-16T20:33:44Z,@flcnhvy There will be many test flights before commercial passengers are carried. First Earth to Earth test flights might be in 2 or 3 years.,388,5263,flcnhvy,,,Twitter for iPhone,en,1272990764973166592
elonmusk,2020-06-16T20:11:46Z,@Erdayastronaut @russ_parrish We need to be far enough away so as not to bother heavily populated areas. The launch &amp; landing are not subtle. But you could get within a few miles of the spaceport in a boat.,164,3183,Erdayastronaut,,,Twitter for iPhone,en,1272985237576806400
elonmusk,2020-06-16T19:32:39Z,"@YarLP Directionally correct, but Zenit is an order of magnitude smaller than Starship system &amp; doesn’t come back &amp; land",91,2462,YarLP,,,Twitter for iPhone,en,1272975395806011392
elonmusk,2020-06-16T19:24:24Z,"@21aeax US law requires at least a green card to be hired at SpaceX, as rockets are considered advanced weapons technology",93,1625,AnonScouts,,,Twitter for iPhone,en,1272973320586055682
elonmusk,2020-06-16T19:23:06Z,@russ_parrish Pretty much,74,2533,russ_parrish,,,Twitter for iPhone,en,1272972990326558720
elonmusk,2020-06-16T19:22:09Z,@AgoleiD Illuminaughty haha,609,7750,AgoleiD,,,Twitter for iPhone,tl,1272972751460917250
elonmusk,2020-06-16T19:20:04Z,"SpaceX is building floating, superheavy-class spaceports for Mars, moon &amp; hypersonic travel around Earth https://t.co/zLJjz43hKw",9717,82161,,,,Twitter for iPhone,en,1272972228326379520
elonmusk,2020-06-16T17:32:11Z,@LabPadre Maybe some Flextape,222,4790,elonmusk,,,Twitter for iPhone,en,1272945078814650369
elonmusk,2020-06-16T17:25:52Z,"@LabPadre No problem, we can buff it out",390,17426,LabPadre,,,Twitter for iPhone,en,1272943489479700481
elonmusk,2020-06-16T16:45:52Z,@Teslarati Fairing reuse is looking good,210,6147,Teslarati,,,Twitter for iPhone,en,1272933424190218240
elonmusk,2020-06-16T16:43:30Z,@physorg_com @ubcnews @AAS_Publishing So where are the aliens?,4116,54483,physorg_com,,,Twitter for iPhone,en,1272932825642065920
elonmusk,2020-06-16T11:40:06Z,@Teslarati Or Y,88,2910,elonmusk,,,Twitter for iPhone,,1272856475187044352
elonmusk,2020-06-16T11:39:13Z,@Teslarati No larger pack Model 3 is in development,261,8593,Teslarati,,,Twitter for iPhone,en,1272856252003921921
elonmusk,2020-06-16T07:13:48Z,"@tesla_peter @t0mmyr Actually, we’ve made slight changes, but the range improvement is &gt;90% efficiency",40,1217,tesla_peter,,,Twitter for iPhone,en,1272789455728865282
elonmusk,2020-06-16T07:09:09Z,@cleantechnica Cool,161,5991,cleantechnica,,,Twitter for iPhone,en,1272788288491778049
elonmusk,2020-06-16T07:06:06Z,@ZJasko Physics doesn’t care about politicians,339,3183,ZJasko,,,Twitter for iPhone,en,1272787517343817728
elonmusk,2020-06-16T02:08:53Z,@jgold310 Coming soon,39,1578,jgold310,,,Twitter for iPhone,en,1272712721566334977
elonmusk,2020-06-16T02:07:13Z,All Model S cars made since late Jan have 402 mile range. This is just making it official.,1416,40397,elonmusk,,,Twitter for iPhone,en,1272712304514068480
elonmusk,2020-06-15T23:53:26Z,Tesla Model S now first ever electric vehicle to receive EPA range rating above 400 miles! https://t.co/EOTwVfvHS5,7615,91651,,,,Twitter for iPhone,en,1272678634952617985
elonmusk,2020-06-15T23:38:44Z,@flcnhvy Absolutely,73,1706,flcnhvy,,,Twitter for iPhone,en,1272674937296154624
elonmusk,2020-06-15T23:36:49Z,China &amp; Asia Pacific Supercharger usage above pre-covid highs. North America catching up fast. Europe slightly behind. https://t.co/Em23E2AFyO,1397,19884,,,,Twitter for iPhone,en,1272674454749904904
elonmusk,2020-06-15T23:30:06Z,@VitalVegas Looking likely,143,4856,VitalVegas,,,Twitter for iPhone,en,1272672762046197760
elonmusk,2020-06-15T22:21:25Z,"@Mad_Maelstrom @Peter_J_Beck @torybruno @Starlinksat223 @Erdayastronaut Throttling is done by adjusting flow to the ox and fuel preburners. The lower limit of thrust is ox &amp; fuel turbopump injector preburner “stiffness”, essentially when do the preburner elements start flaming out.",45,1604,Mad_Maelstrom,,,Twitter for iPhone,en,1272655479420776449
elonmusk,2020-06-15T22:06:44Z,"@SciGuySpace Tank didn’t burst, but leaked at 7.6 bar. This is a good result &amp; supports idea of 304L stainless being better than 301. We’re developing our own alloy to take this even further. Leak before burst is highly desirable.",323,4378,SciGuySpace,,,Twitter for iPhone,en,1272651781630095360
elonmusk,2020-06-15T21:56:42Z,"@Peter_J_Beck @torybruno @Starlinksat223 @Erdayastronaut Yeah. Merlin, using a single pintle injector with cold, liquid propellant, needs a longer chamber than Raptor, which uses a large number of coaxial injectors, despite Merlin being less than half thrust. Propellant enters Raptor chamber as hot gas that’s already mixed.",85,2397,Peter_J_Beck,,,Twitter for iPhone,en,1272649257837715456
